payroll_id,employee_id,pay_period_end,hours_worked,overtime_hours,gross_pay,overtime_pay,bonus,benefits_deduction,taxes,net_pay,anomaly_flag,anomaly_type
P002216,E0185,2025-10-31,70.12,0.0,4276.12,0.0,0,75,940.75,3260.37,False,None
P002217,E0185,2025-11-15,72.0,0.0,4390.61,0.0,0,75,965.93,3349.67,False,None
P002218,E0185,2025-11-30,78.1,0.0,4762.69,0.0,0,75,1047.79,3639.9,False,None
P002219,E0185,2025-12-15,80.63,0.63,4916.9,57.76,0,75,1081.72,3817.94,False,None
P002220,E0185,2025-12-31,77.57,0.0,4730.27,0.0,0,75,1040.66,3614.61,False,None
P002221,E0186,2025-07-15,83.46,3.46,2479.74,154.41,0,75,669.53,1889.63,False,None
P002222,E0186,2025-07-31,83.11,3.11,2469.13,138.5,0,75,666.67,1865.96,False,None
P002223,E0186,2025-08-15,92.23,12.23,2740.3,545.25,0,75,739.88,2470.67,False,None
P002224,E0186,2025-08-31,79.24,0.0,2354.15,0.0,0,75,635.62,1643.53,False,None
P002225,E0186,2025-09-15,89.56,9.56,2660.72,425.89,250,75,718.4,2543.21,False,None
P002226,E0186,2025-09-30,87.37,7.37,2595.64,328.26,250,75,700.82,2398.07,False,None
P002227,E0186,2025-10-15,98.35,18.35,2922.03,817.85,250,75,788.95,3125.93,False,None
P002228,E0186,2025-10-31,78.98,0.0,2346.55,0.0,0,75,633.57,1637.98,False,None
P002229,E0186,2025-11-15,76.64,0.0,2276.89,0.0,250,-75,614.76,1837.13,True,Negative Deduction
P002230,E0186,2025-11-30,90.06,10.06,2675.73,448.39,0,75,722.45,2326.68,False,None
P002231,E0186,2025-12-15,83.08,3.08,2468.41,137.41,0,75,666.47,1864.35,False,None
P002232,E0186,2025-12-31,90.25,10.25,2681.42,456.94,250,75,723.98,2589.38,False,None
P002233,E0187,2025-07-15,55.73,0.0,1546.63,0.0,250,0,402.12,1394.51,False,None
P002234,E0187,2025-07-31,33.15,0.0,919.8,0.0,1000,0,239.15,1680.65,False,None
P002235,E0187,2025-08-15,53.01,0.0,1471.04,0.0,0,0,382.47,1088.57,False,None
P002236,E0187,2025-08-31,52.49,17.0,1456.59,707.62,0,0,378.71,1077.88,True,Unusual Overtime
P002237,E0187,2025-09-15,51.06,0.0,1417.05,0.0,0,0,368.43,1048.62,True,Duplicate Bonus
P002238,E0187,2025-09-30,48.94,0.0,1358.14,0.0,0,0,353.12,1005.03,False,None
P002239,E0187,2025-10-15,37.26,0.0,1034.04,0.0,250,0,268.85,1015.19,False,None
P002240,E0187,2025-10-31,56.99,0.0,1581.57,0.0,0,0,411.21,1170.36,False,None
P002241,E0187,2025-11-15,52.99,0.0,1470.48,0.0,0,0,382.32,1088.15,False,None
P002242,E0187,2025-11-30,58.82,0.0,1632.13,0.0,1000,0,424.35,2207.78,False,None
P002243,E0187,2025-12-15,37.69,0.0,1045.9,0.0,0,0,271.93,773.96,False,None
P002244,E0187,2025-12-31,54.06,0.0,1500.08,0.0,0,0,390.02,1110.06,False,None
P002245,E0188,2025-07-15,78.12,17.0,2167.91,707.62,1000,0,390.22,2777.68,True,Unusual Overtime
P002246,E0188,2025-07-31,81.15,1.15,2251.92,47.88,0,0,405.35,1894.46,False,None
P002247,E0188,2025-08-15,78.21,0.0,2170.46,0.0,0,0,390.68,1779.78,False,None
P002248,E0188,2025-08-31,84.35,4.35,2340.68,181.02,0,0,421.32,2100.38,False,None
P002249,E0188,2025-09-15,78.7,0.0,2183.84,0.0,0,0,393.09,1790.75,False,None
P002250,E0188,2025-09-30,71.58,0.0,1986.47,0.0,250,0,357.57,1878.91,False,None
P002251,E0188,2025-10-15,80.69,0.69,2239.19,28.78,0,0,403.05,1864.91,False,None
P002252,E0188,2025-10-31,78.29,0.0,2172.45,0.0,0,0,391.04,1781.41,False,None
P002253,E0188,2025-11-15,79.33,0.0,2201.49,0.0,250,0,396.27,2055.22,False,None
P002254,E0188,2025-11-30,54.5,0.0,1512.31,0.0,0,0,272.22,1240.09,False,None
P002255,E0188,2025-12-15,85.46,5.46,2371.55,227.32,0,0,426.88,2171.98,False,None
P002256,E0188,2025-12-31,77.48,0.0,2150.14,0.0,0,0,387.03,1763.12,False,None
P002257,E0189,2025-07-15,69.21,0.0,2555.41,0.0,0,275,664.41,1616.0,False,None
P002258,E0189,2025-07-31,87.38,7.38,3226.09,408.73,0,275,838.78,2521.04,False,None
P002259,E0189,2025-08-15,85.09,5.09,3141.56,281.94,0,275,816.8,2331.69,False,None
P002260,E0189,2025-08-31,77.38,0.0,2856.92,0.0,0,275,742.8,1839.12,False,None
P002261,E0189,2025-09-15,70.78,0.0,2613.3,0.0,0,275,679.46,1658.84,False,None
P002262,E0189,2025-09-30,81.42,21.42,3006.18,1186.47,0,275,781.61,2028.45,True,Unusual Overtime
P002263,E0189,2025-10-15,80.98,0.98,2989.96,54.54,0,275,777.39,1992.11,False,None
P002264,E0189,2025-10-31,87.39,7.39,3226.61,409.52,0,275,838.92,2522.21,False,None
P002265,E0189,2025-11-15,76.45,0.0,2822.54,0.0,0,275,733.86,1813.68,False,None
P002266,E0189,2025-11-30,89.56,9.56,3306.53,529.4,0,275,859.7,2701.23,False,None
P002267,E0189,2025-12-15,75.68,0.0,2794.03,0.0,0,275,726.45,1792.58,False,None
P002268,E0189,2025-12-31,69.23,0.0,2556.1,0.0,0,275,664.58,1616.51,False,None
P002269,E0190,2025-07-15,70.94,18.0,1555.75,592.11,0,0,280.04,1275.72,True,Unusual Overtime
P002270,E0190,2025-07-31,79.5,0.0,1743.45,0.0,0,0,313.82,1429.63,False,None
P002271,E0190,2025-08-15,79.48,0.0,1742.91,0.0,0,0,313.72,1429.18,False,None
P002272,E0190,2025-08-31,82.62,2.62,1811.92,86.28,0,0,326.15,1572.05,False,None
P002273,E0190,2025-09-15,79.28,0.0,1738.54,0.0,0,0,312.94,1425.61,False,None
P002274,E0190,2025-09-30,87.82,7.82,1925.86,257.19,0,0,346.65,1836.4,False,None
P002275,E0190,2025-10-15,77.91,0.0,1708.59,0.0,0,0,307.55,1401.05,False,None
P002276,E0190,2025-10-31,64.03,0.0,1404.17,0.0,0,0,252.75,1151.42,False,None
P002277,E0190,2025-11-15,79.03,0.0,1733.15,0.0,0,0,311.97,1421.19,False,None
P002278,E0190,2025-11-30,63.95,0.0,1402.33,0.0,0,0,252.42,1149.91,False,None
P002279,E0190,2025-12-15,82.17,26.17,1802.01,860.9,0,0,324.36,1549.07,True,Unusual Overtime
P002280,E0190,2025-12-31,88.46,8.46,1939.87,278.21,0,0,349.18,1868.91,False,None
P002281,E0191,2025-07-15,72.11,0.0,1360.72,0.0,0,75,353.79,931.93,False,None
P002282,E0191,2025-07-31,91.35,11.35,1723.75,321.22,0,75,448.17,1521.79,False,None
P002283,E0191,2025-08-15,86.74,6.74,1636.83,190.85,0,75,425.58,1327.11,False,None
P002284,E0191,2025-08-31,89.65,9.65,1691.73,273.2,0,75,439.85,1450.08,False,None
P002285,E0191,2025-09-15,81.52,1.52,1538.22,42.92,250,75,399.94,1356.21,False,None
P002286,E0191,2025-09-30,72.06,0.0,1359.73,0.0,0,75,353.53,931.2,False,None
P002287,E0191,2025-10-15,86.25,6.25,1627.47,176.81,500,75,423.14,1806.14,False,None
P002288,E0191,2025-10-31,75.0,0.0,1415.31,0.0,500,-75,367.98,1472.33,True,Negative Deduction
P002289,E0191,2025-11-15,80.94,0.94,1527.4,26.69,0,75,397.12,1081.97,False,None
P002290,E0191,2025-11-30,78.63,0.0,1483.73,0.0,0,75,385.77,1022.96,False,None
P002291,E0191,2025-12-15,89.0,9.0,1679.38,254.68,0,75,436.64,1422.42,False,None
P002292,E0191,2025-12-31,85.84,5.84,1619.85,165.38,0,75,421.16,1289.06,False,None
P002293,E0192,2025-07-15,79.36,0.0,2836.96,0.0,0,75,765.98,1995.98,False,None
P002294,E0192,2025-07-31,64.39,0.0,2301.84,0.0,0,75,621.5,1605.34,False,None
P002295,E0192,2025-08-15,74.92,0.0,2678.32,0.0,0,75,723.15,1880.18,False,None
P002296,E0192,2025-08-31,85.63,5.63,3061.41,302.11,0,75,826.58,2461.94,False,None
P002297,E0192,2025-09-15,82.24,2.24,2940.11,120.17,0,75,793.83,2191.45,False,None
P002298,E0192,2025-09-30,67.97,0.0,2430.08,0.0,0,75,656.12,1698.96,False,None
P002299,E0192,2025-10-15,65.55,0.0,2343.32,0.0,0,75,632.7,1635.62,False,None
P002300,E0192,2025-10-31,81.56,1.56,2915.92,83.87,0,75,787.3,2137.49,False,None
P002301,E0192,2025-11-15,71.54,0.0,2557.68,0.0,0,75,690.57,1792.11,False,None
P002302,E0192,2025-11-30,72.31,0.0,2585.21,0.0,0,75,698.01,1812.2,False,None
P002303,E0192,2025-12-15,85.38,5.38,3052.37,288.55,0,75,824.14,2441.78,False,None
P002304,E0192,2025-12-31,89.62,9.62,3203.84,515.76,0,75,865.04,2779.56,False,None
P002305,E0193,2025-07-15,73.99,0.0,2407.78,0.0,0,0,433.4,1974.38,True,Duplicate Bonus
P002306,E0193,2025-07-31,79.64,0.0,2591.55,0.0,0,0,466.48,2125.07,False,None
P002307,E0193,2025-08-15,79.41,0.0,2583.87,0.0,0,0,465.1,2118.78,False,None
P002308,E0193,2025-08-31,78.69,0.0,2560.45,0.0,0,0,460.88,2099.57,False,None
P002309,E0193,2025-09-15,80.32,0.32,2613.77,15.85,250,0,470.48,2409.14,False,None
P002310,E0193,2025-09-30,86.05,6.05,2800.13,295.4,0,0,504.02,2591.51,False,None
P002311,E0193,2025-10-15,74.61,0.0,2427.76,0.0,250,0,437.0,2240.77,False,None
P002312,E0193,2025-10-31,67.8,0.0,2206.14,0.0,0,0,397.11,1809.03,False,None
P002313,E0193,2025-11-15,93.52,13.52,3043.14,659.92,0,0,547.77,3155.29,False,None
P002314,E0193,2025-11-30,88.72,8.72,2886.8,425.4,0,0,519.62,2792.57,False,None
P002315,E0193,2025-12-15,71.17,0.0,2315.9,0.0,250,0,416.86,2149.04,False,None
P002316,E0193,2025-12-31,81.09,1.09,2638.51,52.96,0,0,474.93,2216.54,False,None
P002317,E0194,2025-07-15,88.09,8.09,3028.38,416.98,0,0,545.11,2900.25,False,None
P002318,E0194,2025-07-31,85.99,5.99,2956.42,309.03,0,0,532.16,2733.29,False,None
P002319,E0194,2025-08-15,83.7,3.7,2877.47,190.61,250,0,517.94,2800.14,False,None
P002320,E0194,2025-08-31,78.64,0.0,2703.58,0.0,0,0,486.64,2216.94,False,None
P002321,E0194,2025-09-15,93.82,13.82,3225.48,712.62,0,0,580.59,3357.51,False,None
P002322,E0194,2025-09-30,81.77,1.77,2811.15,91.12,0,0,506.01,2396.26,False,None
P002323,E0194,2025-10-15,75.88,0.0,2608.77,0.0,0,0,469.58,2139.19,False,None
P002324,E0194,2025-10-31,86.97,6.97,2989.98,359.37,250,0,538.2,3061.16,False,None
P002325,E0194,2025-11-15,80.77,0.77,2776.82,39.63,0,0,499.83,2316.62,False,None
P002326,E0194,2025-11-30,82.8,2.8,2846.61,144.31,0,0,512.39,2478.53,True,Duplicate Bonus
P002327,E0194,2025-12-15,81.63,1.63,2806.27,83.81,250,0,505.13,2634.96,False,None
P002328,E0194,2025-12-31,83.97,3.97,2887.03,204.95,0,0,519.67,2572.32,True,Negative Deduction
P002329,E0195,2025-07-15,72.17,0.0,1743.68,0.0,500,275,383.61,1585.07,False,None
P002330,E0195,2025-07-31,68.39,0.0,1652.33,0.0,0,275,363.51,1013.82,False,None
P002331,E0195,2025-08-15,91.47,11.47,2209.99,415.78,0,275,486.2,1864.58,False,None
P002332,E0195,2025-08-31,82.0,2.0,1981.04,72.36,250,275,435.83,1592.57,False,None
P002333,E0195,2025-09-15,86.17,6.17,2081.79,223.48,0,275,457.99,1572.28,False,None
P002334,E0195,2025-09-30,65.92,0.0,1592.67,0.0,0,275,350.39,967.29,False,None
P002335,E0195,2025-10-15,88.53,8.53,2138.97,309.25,0,275,470.57,1702.65,False,None
P002336,E0195,2025-10-31,75.83,0.0,1832.01,0.0,250,275,403.04,1403.97,False,None
P002337,E0195,2025-11-15,73.55,0.0,1776.97,0.0,0,275,390.93,1111.04,False,None
P002338,E0195,2025-11-30,79.49,0.0,1920.55,0.0,0,-275,422.52,1223.03,True,Negative Deduction
P002339,E0195,2025-12-15,72.18,0.0,1743.78,0.0,0,275,383.63,1085.15,False,None
P002340,E0195,2025-12-31,79.99,0.0,1932.47,0.0,0,275,425.14,1232.32,False,None
P002341,E0196,2025-07-15,78.91,0.0,3046.69,0.0,0,0,822.61,2224.08,False,None
P002342,E0196,2025-07-31,88.48,20.48,3416.34,1186.28,0,0,922.41,2985.23,True,Unusual Overtime
P002343,E0196,2025-08-15,92.11,30.11,3556.24,1743.63,0,0,960.19,3297.22,True,Unusual Overtime
P002344,E0196,2025-08-31,91.85,11.85,3546.41,686.42,0,0,957.53,3275.3,False,None
P002345,E0196,2025-09-15,61.88,0.0,2389.34,0.0,250,0,645.12,1994.22,False,None
P002346,E0196,2025-09-30,72.52,0.0,2799.95,0.0,0,0,755.99,2043.96,False,None
P002347,E0196,2025-10-15,61.8,0.0,2386.13,0.0,0,0,644.26,1741.88,False,None
P002348,E0196,2025-10-31,70.45,0.0,2720.14,0.0,0,0,734.44,1985.7,False,None
P002349,E0196,2025-11-15,74.8,0.0,2888.18,0.0,0,0,779.81,2108.37,False,None
P002350,E0196,2025-11-30,83.28,3.28,3215.61,190.22,0,0,868.22,2537.62,False,None
P002351,E0196,2025-12-15,75.84,0.0,2928.2,0.0,0,0,790.61,2137.59,False,None
P002352,E0196,2025-12-31,76.06,0.0,2936.81,0.0,0,0,792.94,2143.87,False,None
P002353,E0197,2025-07-15,81.45,1.45,2620.38,70.17,0,150,471.67,2068.88,False,None
P002354,E0197,2025-07-31,66.33,0.0,2133.69,0.0,0,150,384.06,1599.63,False,None
P002355,E0197,2025-08-15,73.29,0.0,2357.78,0.0,0,150,424.4,1783.38,False,None
P002356,E0197,2025-08-31,75.97,0.0,2444.0,0.0,0,150,439.92,1854.08,False,None
P002357,E0197,2025-09-15,78.38,0.0,2521.51,0.0,0,150,453.87,1917.64,False,None
P002358,E0197,2025-09-30,80.62,0.62,2593.4,29.71,0,150,466.81,2006.3,False,None
P002359,E0197,2025-10-15,92.01,12.01,2959.81,579.31,0,150,532.77,2856.35,False,None
P002360,E0197,2025-10-31,87.27,7.27,2807.37,350.65,0,150,505.33,2502.7,False,None
P002361,E0197,2025-11-15,73.85,0.0,2375.61,0.0,0,150,427.61,1798.0,False,None
P002362,E0197,2025-11-30,77.91,0.0,2506.34,0.0,0,150,451.14,1905.2,False,None
P002363,E0197,2025-12-15,77.36,0.0,2488.82,0.0,0,150,447.99,1890.83,False,None
P002364,E0197,2025-12-31,75.89,0.0,2441.28,0.0,0,150,439.43,1851.85,False,None
P002365,E0198,2025-07-15,82.18,2.18,2945.34,117.2,0,75,530.16,2457.38,False,None
P002366,E0198,2025-07-31,65.12,0.0,2333.96,0.0,0,75,420.11,1838.85,False,None
P002367,E0198,2025-08-15,87.05,7.05,3119.72,378.78,0,75,561.55,2861.95,False,None
P002368,E0198,2025-08-31,93.55,13.55,3352.77,728.36,0,75,603.5,3402.64,False,None
P002369,E0198,2025-09-15,77.84,0.0,2789.83,0.0,0,75,502.17,2212.66,True,Duplicate Bonus
P002370,E0198,2025-09-30,77.69,0.0,2784.23,0.0,0,75,501.16,2208.07,False,None
P002371,E0198,2025-10-15,81.26,1.26,2912.23,67.54,0,75,524.2,2380.57,False,None
P002372,E0198,2025-10-31,88.16,8.16,3159.48,438.42,0,75,568.71,2954.19,False,None
P002373,E0198,2025-11-15,77.41,0.0,2774.22,0.0,0,75,499.36,2199.86,False,None
P002374,E0198,2025-11-30,87.47,7.47,3134.98,401.67,0,75,564.3,2897.36,False,None
P002375,E0198,2025-12-15,83.91,3.91,3007.26,210.09,0,75,541.31,2601.05,False,None
P002376,E0198,2025-12-31,98.89,18.89,3544.32,1015.68,0,75,637.98,3847.03,False,None
P002377,E0199,2025-07-15,47.37,0.0,3931.77,0.0,0,75,864.99,2991.78,False,None
P002378,E0199,2025-07-31,34.19,0.0,2837.94,0.0,0,75,624.35,2138.59,False,None
P002379,E0199,2025-08-15,38.54,0.0,3198.53,0.0,0,75,703.68,2419.85,False,None
P002380,E0199,2025-08-31,50.1,0.0,4157.92,0.0,0,75,914.74,3168.18,False,None
P002381,E0199,2025-09-15,58.22,0.0,4832.51,0.0,0,75,1063.15,3694.36,False,None
P002382,E0199,2025-09-30,44.78,0.0,3716.73,0.0,0,75,817.68,2824.05,False,None
P002383,E0199,2025-10-15,48.15,0.0,3996.66,0.0,0,75,879.27,3042.4,False,None
P002384,E0199,2025-10-31,55.48,0.0,4604.74,0.0,0,75,1013.04,3516.69,False,None
P002385,E0199,2025-11-15,42.28,0.0,3509.09,0.0,0,75,772.0,2662.09,False,None
P002386,E0199,2025-11-30,45.11,0.0,3744.12,0.0,0,75,823.71,2845.41,False,None
P002387,E0199,2025-12-15,40.66,0.0,3374.63,0.0,0,75,742.42,2557.21,False,None
P002388,E0199,2025-12-31,59.43,0.0,4932.34,0.0,250,75,1085.12,4022.23,False,None
P002389,E0200,2025-07-15,62.33,0.0,1860.03,0.0,0,275,483.61,1101.42,False,None
P002390,E0200,2025-07-31,37.36,0.0,1114.96,0.0,250,275,289.89,800.07,False,None
P002391,E0200,2025-08-15,48.86,0.0,1458.06,0.0,0,275,379.09,803.96,False,None
P002392,E0200,2025-08-31,61.26,13.0,1827.94,581.88,0,275,475.26,1077.68,True,Unusual Overtime
P002393,E0200,2025-09-15,53.19,0.0,1587.18,0.0,250,275,412.67,1149.51,False,None
P002394,E0200,2025-09-30,46.09,0.0,1375.21,0.0,0,275,357.55,742.65,False,None
P002395,E0200,2025-10-15,37.63,0.0,1122.9,0.0,0,275,291.95,555.95,False,None
P002396,E0200,2025-10-31,59.22,0.0,1767.23,0.0,0,275,459.48,1032.75,False,None
P002397,E0200,2025-11-15,52.88,0.0,1578.06,0.0,0,275,410.3,892.77,False,None
P002398,E0200,2025-11-30,38.22,23.0,1140.37,1029.48,0,275,296.5,568.87,True,Unusual Overtime
P002399,E0200,2025-12-15,59.52,16.0,1776.05,716.16,1000,275,461.77,2039.28,True,Unusual Overtime
P002400,E0200,2025-12-31,37.2,0.0,1109.95,0.0,0,275,288.59,546.36,False,None
P002401,E0201,2025-07-15,78.24,0.0,4013.51,0.0,0,0,1043.51,2970.0,False,None
P002402,E0201,2025-07-31,77.88,0.0,3995.4,0.0,0,0,1038.8,2956.6,False,None
P002403,E0201,2025-08-15,92.95,12.95,4768.18,996.28,0,0,1239.73,4524.73,False,None
P002404,E0201,2025-08-31,77.91,0.0,3996.87,0.0,500,0,1039.19,3457.68,False,None
P002405,E0201,2025-09-15,77.88,0.0,3995.39,0.0,0,0,1038.8,2956.59,False,None
P002406,E0201,2025-09-30,69.1,0.0,3544.59,0.0,0,0,921.59,2623.0,False,None
P002407,E0201,2025-10-15,74.88,0.0,3841.18,0.0,0,0,998.71,2842.47,False,None
P002408,E0201,2025-10-31,73.46,0.0,3768.58,0.0,500,0,979.83,3288.75,False,None
P002409,E0201,2025-11-15,73.88,17.0,3789.95,1308.15,0,0,985.39,2804.57,True,Unusual Overtime
P002410,E0201,2025-11-30,80.05,0.05,4106.58,3.87,0,0,1067.71,3042.74,False,None
P002411,E0201,2025-12-15,60.53,0.0,3105.01,0.0,0,0,807.3,2297.71,False,None
P002412,E0201,2025-12-31,67.92,0.0,3484.2,0.0,0,0,905.89,2578.31,False,None
P002413,E0202,2025-07-15,79.11,0.0,4031.54,0.0,0,150,725.68,3155.86,False,None
P002414,E0202,2025-07-31,80.97,0.97,4126.23,74.15,0,150,742.72,3307.66,False,None
P002415,E0202,2025-08-15,78.13,0.0,3981.63,0.0,250,150,716.69,3364.94,False,None
P002416,E0202,2025-08-31,79.67,0.0,4060.17,0.0,0,150,730.83,3179.34,False,None
P002417,E0202,2025-09-15,76.73,0.0,3910.01,0.0,0,150,703.8,3056.21,False,None
P002418,E0202,2025-09-30,79.85,0.0,4069.26,0.0,0,-150,732.47,3186.79,True,Negative Deduction
P002419,E0202,2025-10-15,83.47,3.47,4253.79,265.49,0,150,765.68,3603.6,False,None
P002420,E0202,2025-10-31,83.42,3.42,4250.93,261.2,0,150,765.17,3596.97,False,None
P002421,E0202,2025-11-15,74.49,0.0,3795.93,0.0,0,-150,683.27,2962.66,True,Negative Deduction
P002422,E0202,2025-11-30,87.32,26.32,4449.87,2011.96,0,150,800.98,4058.49,True,Unusual Overtime
P002423,E0202,2025-12-15,81.26,1.26,4140.85,96.08,250,-150,745.35,3591.57,True,Negative Deduction
P002424,E0202,2025-12-31,89.86,9.86,4579.15,753.52,0,150,824.25,4358.43,False,None
P002425,E0203,2025-07-15,91.46,11.46,3321.94,624.5,0,275,597.95,3073.49,False,None
P002426,E0203,2025-07-31,68.46,0.0,2486.4,0.0,0,275,447.55,1763.85,False,None
P002427,E0203,2025-08-15,73.13,0.0,2656.0,0.0,0,275,478.08,1902.92,False,None
P002428,E0203,2025-08-31,86.51,6.51,3141.98,354.58,0,275,565.56,2656.0,False,None
P002429,E0203,2025-09-15,66.68,0.0,2421.85,0.0,0,275,435.93,1710.92,False,None
P002430,E0203,2025-09-30,91.36,11.36,3318.25,618.97,0,275,597.28,3064.93,False,None
P002431,E0203,2025-10-15,77.25,0.0,2805.68,0.0,0,275,505.02,2025.66,False,None
P002432,E0203,2025-10-31,84.6,4.6,3072.68,250.62,250,275,553.08,2745.22,False,None
P002433,E0203,2025-11-15,79.07,0.0,2871.78,0.0,0,275,516.92,2079.86,False,None
P002434,E0203,2025-11-30,68.86,0.0,2501.03,0.0,2000,275,450.18,2775.84,True,Duplicate Bonus
P002435,E0203,2025-12-15,88.44,8.44,3212.3,460.05,0,275,578.21,2819.13,False,None
P002436,E0203,2025-12-31,102.01,22.01,3704.85,1198.88,0,275,666.87,3961.85,False,None
P002437,E0204,2025-07-15,45.88,0.0,1041.47,0.0,0,275,270.78,495.69,False,None
P002438,E0204,2025-07-31,47.42,0.0,1076.46,0.0,0,275,279.88,521.58,False,None
P002439,E0204,2025-08-15,28.81,0.0,653.92,0.0,0,275,170.02,208.9,False,None
P002440,E0204,2025-08-31,60.81,0.0,1380.43,0.0,0,275,358.91,746.52,False,None
P002441,E0204,2025-09-15,57.29,0.0,1300.58,0.0,250,275,338.15,937.43,False,None
P002442,E0204,2025-09-30,36.13,15.0,820.22,510.75,0,275,213.26,331.96,True,Unusual Overtime
P002443,E0204,2025-10-15,33.48,0.0,760.02,0.0,0,275,197.6,287.41,False,None
P002444,E0204,2025-10-31,34.41,0.0,781.02,0.0,0,275,203.07,302.95,False,None
P002445,E0204,2025-11-15,55.16,0.0,1252.16,0.0,0,275,325.56,651.6,False,None
P002446,E0204,2025-11-30,55.96,0.0,1270.29,0.0,0,275,330.28,665.01,False,None
P002447,E0204,2025-12-15,42.61,0.0,967.32,0.0,0,275,251.5,440.82,False,None
P002448,E0204,2025-12-31,53.99,0.0,1225.67,0.0,0,275,318.67,631.99,False,None
P002449,E0205,2025-07-15,81.27,1.27,2340.61,54.91,0,0,631.96,1763.55,False,None
P002450,E0205,2025-07-31,77.06,22.0,2219.38,950.4,0,0,599.23,1620.15,True,Unusual Overtime
P002451,E0205,2025-08-15,87.76,7.76,2527.53,335.3,1000,0,682.43,3180.4,False,None
P002452,E0205,2025-08-31,70.36,0.0,2026.38,0.0,0,0,547.12,1479.26,False,None
P002453,E0205,2025-09-15,89.18,9.18,2568.39,396.59,0,0,693.47,2271.52,False,None
P002454,E0205,2025-09-30,74.17,0.0,2136.15,0.0,0,0,576.76,1559.39,False,None
P002455,E0205,2025-10-15,94.25,14.25,2714.47,615.7,0,0,732.91,2597.26,False,None
P002456,E0205,2025-10-31,71.96,0.0,2072.38,0.0,0,0,559.54,1512.84,False,None
P002457,E0205,2025-11-15,77.19,0.0,2223.0,0.0,0,0,600.21,1622.79,False,None
P002458,E0205,2025-11-30,80.47,0.47,2317.5,20.25,0,0,625.72,1712.02,False,None
P002459,E0205,2025-12-15,80.42,0.42,2316.05,18.08,0,0,625.33,1708.8,False,None
P002460,E0205,2025-12-31,83.93,3.93,2417.09,169.63,0,0,652.61,1934.1,False,None
P002461,E0206,2025-07-15,69.71,0.0,2038.45,0.0,0,275,366.92,1396.53,False,None
P002462,E0206,2025-07-31,79.7,0.0,2330.47,0.0,0,275,419.48,1635.99,False,None
P002463,E0206,2025-08-15,81.11,1.11,2371.51,48.47,250,275,426.87,1968.11,False,None
P002464,E0206,2025-08-31,75.78,0.0,2215.75,0.0,0,275,398.84,1541.92,False,None
P002465,E0206,2025-09-15,83.23,3.23,2433.72,141.78,0,275,438.07,1862.42,False,None
P002466,E0206,2025-09-30,69.23,0.0,2024.26,0.0,0,275,364.37,1384.89,False,None
P002467,E0206,2025-10-15,77.39,0.0,2262.84,0.0,0,275,407.31,1580.53,False,None
P002468,E0206,2025-10-31,73.97,0.0,2163.02,0.0,0,275,389.34,1498.67,False,None
P002469,E0206,2025-11-15,77.41,0.0,2263.54,0.0,0,275,407.44,1581.11,False,None
P002470,E0206,2025-11-30,91.58,11.58,2677.69,507.74,0,275,481.98,2428.44,False,None
P002471,E0206,2025-12-15,91.73,11.73,2682.23,514.55,250,275,482.8,2688.98,False,None
P002472,E0206,2025-12-31,90.16,10.16,2636.38,445.76,0,-275,474.55,2332.59,True,Negative Deduction
P002473,E0207,2025-07-15,76.3,0.0,3218.42,0.0,0,0,579.31,2639.1,False,None
P002474,E0207,2025-07-31,87.26,7.26,3680.67,459.4,0,0,662.52,3477.55,False,None
P002475,E0207,2025-08-15,80.9,0.9,3412.32,56.87,250,0,614.22,3104.97,False,None
P002476,E0207,2025-08-31,80.36,0.36,3389.78,23.08,0,0,610.16,2802.7,False,None
P002477,E0207,2025-09-15,79.38,0.0,3348.3,0.0,250,0,602.69,2995.6,False,None
P002478,E0207,2025-09-30,94.07,14.07,3967.76,890.04,0,0,714.2,4143.6,True,Negative Deduction
P002479,E0207,2025-10-15,90.93,10.93,3835.29,691.33,0,0,690.35,3836.27,False,None
P002480,E0207,2025-10-31,85.96,5.96,3625.76,377.04,0,0,652.64,3350.16,False,None
P002481,E0207,2025-11-15,78.64,0.0,3316.93,0.0,0,0,597.05,2719.89,False,None
P002482,E0207,2025-11-30,80.32,0.32,3387.75,20.02,0,0,609.79,2797.98,False,None
P002483,E0207,2025-12-15,84.24,4.24,3553.43,268.55,0,0,639.62,3182.37,False,None
P002484,E0207,2025-12-31,75.83,0.0,3198.39,0.0,500,0,575.71,3122.68,False,None
P002485,E0208,2025-07-15,57.51,0.0,2430.8,0.0,0,0,437.54,1993.26,False,None
P002486,E0208,2025-07-31,42.63,0.0,1801.97,0.0,0,0,324.35,1477.62,False,None
P002487,E0208,2025-08-15,53.13,0.0,2246.01,0.0,0,0,404.28,1841.72,True,Duplicate Bonus
P002488,E0208,2025-08-31,31.68,0.0,1339.21,0.0,0,0,241.06,1098.15,False,None
P002489,E0208,2025-09-15,45.6,0.0,1927.3,0.0,0,0,346.91,1580.39,False,None
P002490,E0208,2025-09-30,66.62,0.0,2816.09,0.0,250,0,506.9,2559.19,False,None
P002491,E0208,2025-10-15,58.29,0.0,2463.9,0.0,0,0,443.5,2020.4,False,None
P002492,E0208,2025-10-31,62.28,0.0,2632.73,0.0,0,0,473.89,2158.84,False,None
P002493,E0208,2025-11-15,44.66,0.0,1887.84,0.0,0,0,339.81,1548.03,False,None
P002494,E0208,2025-11-30,50.83,0.0,2148.59,0.0,0,0,386.75,1761.85,False,None
