payroll_id,employee_id,pay_period_end,hours_worked,overtime_hours,gross_pay,overtime_pay,bonus,benefits_deduction,taxes,net_pay,anomaly_flag,anomaly_type,timesheet_status,approval_status,previous_net_pay,net_pay_change,risk_score,risk_level,issue_summary
P002361,E0197,2025-11-15,73.85,0.0,2375.61,0.0,0,150,427.61,1798.0,False,None,Submitted,Not Required,2502.7,-704.6999999999998,2,Medium,Large change in net pay
P002362,E0197,2025-11-30,77.91,0.0,2506.34,0.0,0,150,451.14,1905.2,False,None,Submitted,Not Required,1798.0,107.20000000000005,0,Low,Normal
P002363,E0197,2025-12-15,77.36,0.0,2488.82,0.0,0,150,447.99,1890.83,False,None,Submitted,Not Required,1905.2,-14.370000000000118,0,Low,Normal
P002364,E0197,2025-12-31,75.89,0.0,2441.28,0.0,0,150,439.43,1851.85,False,None,Submitted,Not Required,1890.83,-38.98000000000002,0,Low,Normal
P002365,E0198,2025-07-15,82.18,2.18,2945.34,117.2,0,75,530.16,2457.38,False,None,Submitted,Not Required,,,0,Low,Normal
P002366,E0198,2025-07-31,65.12,0.0,2333.96,0.0,0,75,420.11,1838.85,False,None,Missing,Not Required,2457.38,-618.5300000000002,4,High,"Missing timesheet, Large change in net pay"
P002367,E0198,2025-08-15,87.05,7.05,3119.72,378.78,0,75,561.55,2861.95,False,None,Submitted,Rejected,1838.85,1023.0999999999999,2,Medium,Large change in net pay
P002368,E0198,2025-08-31,93.55,13.55,3352.77,728.36,0,75,603.5,3402.64,False,None,Submitted,Approved,2861.95,540.69,2,Medium,Large change in net pay
P002369,E0198,2025-09-15,77.84,0.0,2789.83,0.0,0,75,502.17,2212.66,True,Duplicate Bonus,Missing,Not Required,3402.64,-1189.98,7,High,"Duplicate Bonus, Missing timesheet, Large change in net pay"
P002370,E0198,2025-09-30,77.69,0.0,2784.23,0.0,0,75,501.16,2208.07,False,None,Submitted,Not Required,2212.66,-4.589999999999691,0,Low,Normal
P002371,E0198,2025-10-15,81.26,1.26,2912.23,67.54,0,75,524.2,2380.57,False,None,Submitted,Not Required,2208.07,172.5,0,Low,Normal
P002372,E0198,2025-10-31,88.16,8.16,3159.48,438.42,0,75,568.71,2954.19,False,None,Submitted,Pending,2380.57,573.6199999999999,4,High,"Pending manager approval, Large change in net pay"
P002373,E0198,2025-11-15,77.41,0.0,2774.22,0.0,0,75,499.36,2199.86,False,None,Late,Not Required,2954.19,-754.3299999999999,2,Medium,Large change in net pay
P002374,E0198,2025-11-30,87.47,7.47,3134.98,401.67,0,75,564.3,2897.36,False,None,Submitted,Approved,2199.86,697.5,2,Medium,Large change in net pay
P002375,E0198,2025-12-15,83.91,3.91,3007.26,210.09,0,75,541.31,2601.05,False,None,Submitted,Not Required,2897.36,-296.30999999999995,0,Low,Normal
P002376,E0198,2025-12-31,98.89,18.89,3544.32,1015.68,0,75,637.98,3847.03,False,None,Submitted,Rejected,2601.05,1245.98,2,Medium,Large change in net pay
P002377,E0199,2025-07-15,47.37,0.0,3931.77,0.0,0,75,864.99,2991.78,False,None,Submitted,Not Required,,,0,Low,Normal
P002378,E0199,2025-07-31,34.19,0.0,2837.94,0.0,0,75,624.35,2138.59,False,None,Submitted,Not Required,2991.78,-853.19,2,Medium,Large change in net pay
P002379,E0199,2025-08-15,38.54,0.0,3198.53,0.0,0,75,703.68,2419.85,False,None,Submitted,Not Required,2138.59,281.25999999999976,0,Low,Normal
P002380,E0199,2025-08-31,50.1,0.0,4157.92,0.0,0,75,914.74,3168.18,False,None,Missing,Not Required,2419.85,748.3299999999999,4,High,"Missing timesheet, Large change in net pay"
P002381,E0199,2025-09-15,58.22,0.0,4832.51,0.0,0,75,1063.15,3694.36,False,None,Submitted,Not Required,3168.18,526.1800000000003,2,Medium,Large change in net pay
P002382,E0199,2025-09-30,44.78,0.0,3716.73,0.0,0,75,817.68,2824.05,False,None,Submitted,Not Required,3694.36,-870.31,2,Medium,Large change in net pay
P002383,E0199,2025-10-15,48.15,0.0,3996.66,0.0,0,75,879.27,3042.4,False,None,Submitted,Not Required,2824.05,218.3499999999999,0,Low,Normal
P002384,E0199,2025-10-31,55.48,0.0,4604.74,0.0,0,75,1013.04,3516.69,False,None,Submitted,Not Required,3042.4,474.28999999999996,0,Low,Normal
P002385,E0199,2025-11-15,42.28,0.0,3509.09,0.0,0,75,772.0,2662.09,False,None,Submitted,Not Required,3516.69,-854.5999999999999,2,Medium,Large change in net pay
P002386,E0199,2025-11-30,45.11,0.0,3744.12,0.0,0,75,823.71,2845.41,False,None,Late,Not Required,2662.09,183.3199999999997,0,Low,Normal
P002387,E0199,2025-12-15,40.66,0.0,3374.63,0.0,0,75,742.42,2557.21,False,None,Late,Not Required,2845.41,-288.1999999999998,0,Low,Normal
P002388,E0199,2025-12-31,59.43,0.0,4932.34,0.0,250,75,1085.12,4022.23,False,None,Submitted,Not Required,2557.21,1465.02,2,Medium,Large change in net pay
P002389,E0200,2025-07-15,62.33,0.0,1860.03,0.0,0,275,483.61,1101.42,False,None,Late,Not Required,,,0,Low,Normal
P002390,E0200,2025-07-31,37.36,0.0,1114.96,0.0,250,275,289.89,800.07,False,None,Submitted,Not Required,1101.42,-301.35,0,Low,Normal
P002391,E0200,2025-08-15,48.86,0.0,1458.06,0.0,0,275,379.09,803.96,False,None,Submitted,Not Required,800.07,3.8899999999999864,0,Low,Normal
P002392,E0200,2025-08-31,61.26,13.0,1827.94,581.88,0,275,475.26,1077.68,True,Unusual Overtime,Submitted,Approved,803.96,273.72,3,Medium,Unusual Overtime
P002393,E0200,2025-09-15,53.19,0.0,1587.18,0.0,250,275,412.67,1149.51,False,None,Missing,Not Required,1077.68,71.82999999999993,2,Medium,Missing timesheet
P002394,E0200,2025-09-30,46.09,0.0,1375.21,0.0,0,275,357.55,742.65,False,None,Submitted,Not Required,1149.51,-406.86,0,Low,Normal
P002395,E0200,2025-10-15,37.63,0.0,1122.9,0.0,0,275,291.95,555.95,False,None,Missing,Not Required,742.65,-186.69999999999993,2,Medium,Missing timesheet
P002396,E0200,2025-10-31,59.22,0.0,1767.23,0.0,0,275,459.48,1032.75,False,None,Submitted,Not Required,555.95,476.79999999999995,0,Low,Normal
P002397,E0200,2025-11-15,52.88,0.0,1578.06,0.0,0,275,410.3,892.77,False,None,Submitted,Not Required,1032.75,-139.98000000000002,0,Low,Normal
P002398,E0200,2025-11-30,38.22,23.0,1140.37,1029.48,0,275,296.5,568.87,True,Unusual Overtime,Submitted,Approved,892.77,-323.9,3,Medium,Unusual Overtime
P002399,E0200,2025-12-15,59.52,16.0,1776.05,716.16,1000,275,461.77,2039.28,True,Unusual Overtime,Submitted,Approved,568.87,1470.4099999999999,5,High,"Unusual Overtime, Large change in net pay"
P002400,E0200,2025-12-31,37.2,0.0,1109.95,0.0,0,275,288.59,546.36,False,None,Submitted,Not Required,2039.28,-1492.92,2,Medium,Large change in net pay
P002401,E0201,2025-07-15,78.24,0.0,4013.51,0.0,0,0,1043.51,2970.0,False,None,Submitted,Not Required,,,0,Low,Normal
P002402,E0201,2025-07-31,77.88,0.0,3995.4,0.0,0,0,1038.8,2956.6,False,None,Submitted,Not Required,2970.0,-13.400000000000091,0,Low,Normal
P002403,E0201,2025-08-15,92.95,12.95,4768.18,996.28,0,0,1239.73,4524.73,False,None,Submitted,Rejected,2956.6,1568.1299999999997,2,Medium,Large change in net pay
P002404,E0201,2025-08-31,77.91,0.0,3996.87,0.0,500,0,1039.19,3457.68,False,None,Submitted,Not Required,4524.73,-1067.0499999999997,2,Medium,Large change in net pay
P002405,E0201,2025-09-15,77.88,0.0,3995.39,0.0,0,0,1038.8,2956.59,False,None,Missing,Not Required,3457.68,-501.0899999999997,4,High,"Missing timesheet, Large change in net pay"
P002406,E0201,2025-09-30,69.1,0.0,3544.59,0.0,0,0,921.59,2623.0,False,None,Submitted,Not Required,2956.59,-333.59000000000015,0,Low,Normal
P002407,E0201,2025-10-15,74.88,0.0,3841.18,0.0,0,0,998.71,2842.47,False,None,Submitted,Not Required,2623.0,219.4699999999998,0,Low,Normal
P002408,E0201,2025-10-31,73.46,0.0,3768.58,0.0,500,0,979.83,3288.75,False,None,Submitted,Not Required,2842.47,446.2800000000002,0,Low,Normal
P002409,E0201,2025-11-15,73.88,17.0,3789.95,1308.15,0,0,985.39,2804.57,True,Unusual Overtime,Submitted,Approved,3288.75,-484.17999999999984,3,Medium,Unusual Overtime
P002410,E0201,2025-11-30,80.05,0.05,4106.58,3.87,0,0,1067.71,3042.74,False,None,Submitted,Not Required,2804.57,238.16999999999962,0,Low,Normal
P002411,E0201,2025-12-15,60.53,0.0,3105.01,0.0,0,0,807.3,2297.71,False,None,Submitted,Not Required,3042.74,-745.0299999999997,2,Medium,Large change in net pay
P002412,E0201,2025-12-31,67.92,0.0,3484.2,0.0,0,0,905.89,2578.31,False,None,Submitted,Not Required,2297.71,280.5999999999999,0,Low,Normal
P002413,E0202,2025-07-15,79.11,0.0,4031.54,0.0,0,150,725.68,3155.86,False,None,Submitted,Not Required,,,0,Low,Normal
P002414,E0202,2025-07-31,80.97,0.97,4126.23,74.15,0,150,742.72,3307.66,False,None,Submitted,Not Required,3155.86,151.79999999999973,0,Low,Normal
P002415,E0202,2025-08-15,78.13,0.0,3981.63,0.0,250,150,716.69,3364.94,False,None,Missing,Not Required,3307.66,57.2800000000002,2,Medium,Missing timesheet
P002416,E0202,2025-08-31,79.67,0.0,4060.17,0.0,0,150,730.83,3179.34,False,None,Submitted,Not Required,3364.94,-185.5999999999999,0,Low,Normal
P002417,E0202,2025-09-15,76.73,0.0,3910.01,0.0,0,150,703.8,3056.21,False,None,Late,Not Required,3179.34,-123.13000000000011,0,Low,Normal
P002418,E0202,2025-09-30,79.85,0.0,4069.26,0.0,0,-150,732.47,3186.79,True,Negative Deduction,Missing,Not Required,3056.21,130.57999999999993,5,High,"Negative Deduction, Missing timesheet"
P002419,E0202,2025-10-15,83.47,3.47,4253.79,265.49,0,150,765.68,3603.6,False,None,Missing,Not Required,3186.79,416.80999999999995,2,Medium,Missing timesheet
P002420,E0202,2025-10-31,83.42,3.42,4250.93,261.2,0,150,765.17,3596.97,False,None,Missing,Not Required,3603.6,-6.630000000000109,2,Medium,Missing timesheet
P002421,E0202,2025-11-15,74.49,0.0,3795.93,0.0,0,-150,683.27,2962.66,True,Negative Deduction,Submitted,Not Required,3596.97,-634.31,5,High,"Negative Deduction, Large change in net pay"
P002422,E0202,2025-11-30,87.32,26.32,4449.87,2011.96,0,150,800.98,4058.49,True,Unusual Overtime,Submitted,Approved,2962.66,1095.83,5,High,"Unusual Overtime, Large change in net pay"
P002423,E0202,2025-12-15,81.26,1.26,4140.85,96.08,250,-150,745.35,3591.57,True,Negative Deduction,Submitted,Not Required,4058.49,-466.9199999999996,3,Medium,Negative Deduction
P002424,E0202,2025-12-31,89.86,9.86,4579.15,753.52,0,150,824.25,4358.43,False,None,Submitted,Approved,3591.57,766.8600000000001,2,Medium,Large change in net pay
P002425,E0203,2025-07-15,91.46,11.46,3321.94,624.5,0,275,597.95,3073.49,False,None,Submitted,Pending,,,2,Medium,Pending manager approval
P002426,E0203,2025-07-31,68.46,0.0,2486.4,0.0,0,275,447.55,1763.85,False,None,Submitted,Not Required,3073.49,-1309.6399999999999,2,Medium,Large change in net pay
P002427,E0203,2025-08-15,73.13,0.0,2656.0,0.0,0,275,478.08,1902.92,False,None,Missing,Not Required,1763.85,139.07000000000016,2,Medium,Missing timesheet
P002428,E0203,2025-08-31,86.51,6.51,3141.98,354.58,0,275,565.56,2656.0,False,None,Late,Approved,1902.92,753.0799999999999,2,Medium,Large change in net pay
P002429,E0203,2025-09-15,66.68,0.0,2421.85,0.0,0,275,435.93,1710.92,False,None,Submitted,Not Required,2656.0,-945.0799999999999,2,Medium,Large change in net pay
P002430,E0203,2025-09-30,91.36,11.36,3318.25,618.97,0,275,597.28,3064.93,False,None,Submitted,Approved,1710.92,1354.0099999999998,2,Medium,Large change in net pay
P002431,E0203,2025-10-15,77.25,0.0,2805.68,0.0,0,275,505.02,2025.66,False,None,Late,Not Required,3064.93,-1039.2699999999998,2,Medium,Large change in net pay
P002432,E0203,2025-10-31,84.6,4.6,3072.68,250.62,250,275,553.08,2745.22,False,None,Submitted,Not Required,2025.66,719.5599999999997,2,Medium,Large change in net pay
P002433,E0203,2025-11-15,79.07,0.0,2871.78,0.0,0,275,516.92,2079.86,False,None,Submitted,Not Required,2745.22,-665.3599999999997,2,Medium,Large change in net pay
P002434,E0203,2025-11-30,68.86,0.0,2501.03,0.0,2000,275,450.18,2775.84,True,Duplicate Bonus,Submitted,Not Required,2079.86,695.98,5,High,"Duplicate Bonus, Large change in net pay"
P002435,E0203,2025-12-15,88.44,8.44,3212.3,460.05,0,275,578.21,2819.13,False,None,Submitted,Pending,2775.84,43.289999999999964,2,Medium,Pending manager approval
P002436,E0203,2025-12-31,102.01,22.01,3704.85,1198.88,0,275,666.87,3961.85,False,None,Submitted,Approved,2819.13,1142.7199999999998,2,Medium,Large change in net pay
P002437,E0204,2025-07-15,45.88,0.0,1041.47,0.0,0,275,270.78,495.69,False,None,Missing,Not Required,,,2,Medium,Missing timesheet
P002438,E0204,2025-07-31,47.42,0.0,1076.46,0.0,0,275,279.88,521.58,False,None,Submitted,Not Required,495.69,25.890000000000043,0,Low,Normal
P002439,E0204,2025-08-15,28.81,0.0,653.92,0.0,0,275,170.02,208.9,False,None,Submitted,Not Required,521.58,-312.68000000000006,0,Low,Normal
P002440,E0204,2025-08-31,60.81,0.0,1380.43,0.0,0,275,358.91,746.52,False,None,Submitted,Not Required,208.9,537.62,2,Medium,Large change in net pay
P002441,E0204,2025-09-15,57.29,0.0,1300.58,0.0,250,275,338.15,937.43,False,None,Submitted,Not Required,746.52,190.90999999999997,0,Low,Normal
P002442,E0204,2025-09-30,36.13,15.0,820.22,510.75,0,275,213.26,331.96,True,Unusual Overtime,Late,Pending,937.43,-605.47,7,High,"Unusual Overtime, Pending manager approval, Large change in net pay"
P002443,E0204,2025-10-15,33.48,0.0,760.02,0.0,0,275,197.6,287.41,False,None,Submitted,Not Required,331.96,-44.549999999999955,0,Low,Normal
P002444,E0204,2025-10-31,34.41,0.0,781.02,0.0,0,275,203.07,302.95,False,None,Submitted,Not Required,287.41,15.539999999999964,0,Low,Normal
P002445,E0204,2025-11-15,55.16,0.0,1252.16,0.0,0,275,325.56,651.6,False,None,Submitted,Not Required,302.95,348.65000000000003,0,Low,Normal
P002446,E0204,2025-11-30,55.96,0.0,1270.29,0.0,0,275,330.28,665.01,False,None,Submitted,Not Required,651.6,13.409999999999968,0,Low,Normal
P002447,E0204,2025-12-15,42.61,0.0,967.32,0.0,0,275,251.5,440.82,False,None,Submitted,Not Required,665.01,-224.19,0,Low,Normal
P002448,E0204,2025-12-31,53.99,0.0,1225.67,0.0,0,275,318.67,631.99,False,None,Submitted,Not Required,440.82,191.17000000000002,0,Low,Normal
P002449,E0205,2025-07-15,81.27,1.27,2340.61,54.91,0,0,631.96,1763.55,False,None,Submitted,Not Required,,,0,Low,Normal
P002450,E0205,2025-07-31,77.06,22.0,2219.38,950.4,0,0,599.23,1620.15,True,Unusual Overtime,Submitted,Approved,1763.55,-143.39999999999986,3,Medium,Unusual Overtime
P002451,E0205,2025-08-15,87.76,7.76,2527.53,335.3,1000,0,682.43,3180.4,False,None,Submitted,Approved,1620.15,1560.25,2,Medium,Large change in net pay
P002452,E0205,2025-08-31,70.36,0.0,2026.38,0.0,0,0,547.12,1479.26,False,None,Late,Not Required,3180.4,-1701.14,2,Medium,Large change in net pay
P002453,E0205,2025-09-15,89.18,9.18,2568.39,396.59,0,0,693.47,2271.52,False,None,Missing,Rejected,1479.26,792.26,4,High,"Missing timesheet, Large change in net pay"
P002454,E0205,2025-09-30,74.17,0.0,2136.15,0.0,0,0,576.76,1559.39,False,None,Submitted,Not Required,2271.52,-712.1299999999999,2,Medium,Large change in net pay
P002455,E0205,2025-10-15,94.25,14.25,2714.47,615.7,0,0,732.91,2597.26,False,None,Submitted,Pending,1559.39,1037.8700000000001,4,High,"Pending manager approval, Large change in net pay"
P002456,E0205,2025-10-31,71.96,0.0,2072.38,0.0,0,0,559.54,1512.84,False,None,Submitted,Not Required,2597.26,-1084.4200000000003,2,Medium,Large change in net pay
P002457,E0205,2025-11-15,77.19,0.0,2223.0,0.0,0,0,600.21,1622.79,False,None,Submitted,Not Required,1512.84,109.95000000000005,0,Low,Normal
P002458,E0205,2025-11-30,80.47,0.47,2317.5,20.25,0,0,625.72,1712.02,False,None,Submitted,Not Required,1622.79,89.23000000000002,0,Low,Normal
P002459,E0205,2025-12-15,80.42,0.42,2316.05,18.08,0,0,625.33,1708.8,False,None,Submitted,Not Required,1712.02,-3.2200000000000273,0,Low,Normal
P002460,E0205,2025-12-31,83.93,3.93,2417.09,169.63,0,0,652.61,1934.1,False,None,Submitted,Not Required,1708.8,225.29999999999995,0,Low,Normal
P002461,E0206,2025-07-15,69.71,0.0,2038.45,0.0,0,275,366.92,1396.53,False,None,Submitted,Not Required,,,0,Low,Normal
P002462,E0206,2025-07-31,79.7,0.0,2330.47,0.0,0,275,419.48,1635.99,False,None,Submitted,Not Required,1396.53,239.46000000000004,0,Low,Normal
P002463,E0206,2025-08-15,81.11,1.11,2371.51,48.47,250,275,426.87,1968.11,False,None,Submitted,Not Required,1635.99,332.1199999999999,0,Low,Normal
P002464,E0206,2025-08-31,75.78,0.0,2215.75,0.0,0,275,398.84,1541.92,False,None,Submitted,Not Required,1968.11,-426.1899999999998,0,Low,Normal
P002465,E0206,2025-09-15,83.23,3.23,2433.72,141.78,0,275,438.07,1862.42,False,None,Submitted,Not Required,1541.92,320.5,0,Low,Normal
P002466,E0206,2025-09-30,69.23,0.0,2024.26,0.0,0,275,364.37,1384.89,False,None,Submitted,Not Required,1862.42,-477.53,0,Low,Normal
P002467,E0206,2025-10-15,77.39,0.0,2262.84,0.0,0,275,407.31,1580.53,False,None,Submitted,Not Required,1384.89,195.63999999999987,0,Low,Normal
P002468,E0206,2025-10-31,73.97,0.0,2163.02,0.0,0,275,389.34,1498.67,False,None,Submitted,Not Required,1580.53,-81.8599999999999,0,Low,Normal
P002469,E0206,2025-11-15,77.41,0.0,2263.54,0.0,0,275,407.44,1581.11,False,None,Submitted,Not Required,1498.67,82.43999999999983,0,Low,Normal
P002470,E0206,2025-11-30,91.58,11.58,2677.69,507.74,0,275,481.98,2428.44,False,None,Missing,Pending,1581.11,847.3300000000002,6,High,"Missing timesheet, Pending manager approval, Large change in net pay"
P002471,E0206,2025-12-15,91.73,11.73,2682.23,514.55,250,275,482.8,2688.98,False,None,Submitted,Approved,2428.44,260.53999999999996,0,Low,Normal
P002472,E0206,2025-12-31,90.16,10.16,2636.38,445.76,0,-275,474.55,2332.59,True,Negative Deduction,Submitted,Approved,2688.98,-356.3899999999999,3,Medium,Negative Deduction
P002473,E0207,2025-07-15,76.3,0.0,3218.42,0.0,0,0,579.31,2639.1,False,None,Submitted,Not Required,,,0,Low,Normal
P002474,E0207,2025-07-31,87.26,7.26,3680.67,459.4,0,0,662.52,3477.55,False,None,Late,Approved,2639.1,838.4500000000003,2,Medium,Large change in net pay
P002475,E0207,2025-08-15,80.9,0.9,3412.32,56.87,250,0,614.22,3104.97,False,None,Submitted,Not Required,3477.55,-372.5800000000004,0,Low,Normal
P002476,E0207,2025-08-31,80.36,0.36,3389.78,23.08,0,0,610.16,2802.7,False,None,Submitted,Not Required,3104.97,-302.27,0,Low,Normal
P002477,E0207,2025-09-15,79.38,0.0,3348.3,0.0,250,0,602.69,2995.6,False,None,Missing,Not Required,2802.7,192.9000000000001,2,Medium,Missing timesheet
P002478,E0207,2025-09-30,94.07,14.07,3967.76,890.04,0,0,714.2,4143.6,True,Negative Deduction,Submitted,Rejected,2995.6,1148.0000000000005,5,High,"Negative Deduction, Large change in net pay"
P002479,E0207,2025-10-15,90.93,10.93,3835.29,691.33,0,0,690.35,3836.27,False,None,Submitted,Approved,4143.6,-307.3300000000004,0,Low,Normal
P002480,E0207,2025-10-31,85.96,5.96,3625.76,377.04,0,0,652.64,3350.16,False,None,Submitted,Rejected,3836.27,-486.1100000000001,0,Low,Normal
P002481,E0207,2025-11-15,78.64,0.0,3316.93,0.0,0,0,597.05,2719.89,False,None,Submitted,Not Required,3350.16,-630.27,2,Medium,Large change in net pay
P002482,E0207,2025-11-30,80.32,0.32,3387.75,20.02,0,0,609.79,2797.98,False,None,Missing,Not Required,2719.89,78.09000000000015,2,Medium,Missing timesheet
P002483,E0207,2025-12-15,84.24,4.24,3553.43,268.55,0,0,639.62,3182.37,False,None,Submitted,Not Required,2797.98,384.3899999999999,0,Low,Normal
P002484,E0207,2025-12-31,75.83,0.0,3198.39,0.0,500,0,575.71,3122.68,False,None,Submitted,Not Required,3182.37,-59.690000000000055,0,Low,Normal
P002485,E0208,2025-07-15,57.51,0.0,2430.8,0.0,0,0,437.54,1993.26,False,None,Submitted,Not Required,,,0,Low,Normal
P002486,E0208,2025-07-31,42.63,0.0,1801.97,0.0,0,0,324.35,1477.62,False,None,Submitted,Not Required,1993.26,-515.6400000000001,2,Medium,Large change in net pay
P002487,E0208,2025-08-15,53.13,0.0,2246.01,0.0,0,0,404.28,1841.72,True,Duplicate Bonus,Submitted,Not Required,1477.62,364.10000000000014,3,Medium,Duplicate Bonus
P002488,E0208,2025-08-31,31.68,0.0,1339.21,0.0,0,0,241.06,1098.15,False,None,Submitted,Not Required,1841.72,-743.5699999999999,2,Medium,Large change in net pay
P002489,E0208,2025-09-15,45.6,0.0,1927.3,0.0,0,0,346.91,1580.39,False,None,Submitted,Not Required,1098.15,482.24,0,Low,Normal
P002490,E0208,2025-09-30,66.62,0.0,2816.09,0.0,250,0,506.9,2559.19,False,None,Submitted,Not Required,1580.39,978.8,2,Medium,Large change in net pay
P002491,E0208,2025-10-15,58.29,0.0,2463.9,0.0,0,0,443.5,2020.4,False,None,Submitted,Not Required,2559.19,-538.79,2,Medium,Large change in net pay
P002492,E0208,2025-10-31,62.28,0.0,2632.73,0.0,0,0,473.89,2158.84,False,None,Submitted,Not Required,2020.4,138.44000000000005,0,Low,Normal
P002493,E0208,2025-11-15,44.66,0.0,1887.84,0.0,0,0,339.81,1548.03,False,None,Submitted,Not Required,2158.84,-610.8100000000002,2,Medium,Large change in net pay
P002494,E0208,2025-11-30,50.83,0.0,2148.59,0.0,0,0,386.75,1761.85,False,None,Submitted,Not Required,1548.03,213.81999999999994,0,Low,Normal
P002495,E0208,2025-12-15,60.26,25.0,2547.02,1585.12,0,0,458.46,2088.56,True,Unusual Overtime,Submitted,Pending,1761.85,326.71000000000004,5,High,"Unusual Overtime, Pending manager approval"
P002496,E0208,2025-12-31,55.06,0.0,2327.59,0.0,0,0,418.97,1908.62,False,None,Submitted,Not Required,2088.56,-179.94000000000005,0,Low,Normal
P002497,E0209,2025-07-15,54.07,18.0,2083.26,1040.31,0,275,541.65,1266.61,True,Unusual Overtime,Submitted,Pending,,,5,High,"Unusual Overtime, Pending manager approval"
P002498,E0209,2025-07-31,63.04,0.0,2429.11,0.0,0,275,631.57,1522.54,False,None,Submitted,Not Required,1266.61,255.93000000000006,0,Low,Normal
P002499,E0209,2025-08-15,41.68,22.0,1605.79,1271.49,0,275,417.51,913.28,True,Unusual Overtime,Submitted,Approved,1522.54,-609.26,5,High,"Unusual Overtime, Large change in net pay"
P002500,E0209,2025-08-31,48.53,0.0,1869.71,0.0,0,275,486.12,1108.59,False,None,Late,Not Required,913.28,195.30999999999995,0,Low,Normal
P002501,E0209,2025-09-15,35.97,0.0,1385.82,0.0,0,275,360.31,750.51,False,None,Submitted,Not Required,1108.59,-358.0799999999999,0,Low,Normal
P002502,E0209,2025-09-30,41.24,0.0,1588.94,0.0,0,275,413.13,900.82,False,None,Submitted,Not Required,750.51,150.31000000000006,0,Low,Normal
P002503,E0209,2025-10-15,58.59,0.0,2257.61,0.0,0,275,586.98,1395.63,False,None,Submitted,Not Required,900.82,494.81000000000006,0,Low,Normal
P002504,E0209,2025-10-31,42.66,0.0,1643.74,0.0,500,275,427.37,1441.36,False,None,Submitted,Not Required,1395.63,45.72999999999979,0,Low,Normal
P002505,E0209,2025-11-15,55.88,0.0,2153.22,0.0,1000,275,559.84,2318.38,False,None,Submitted,Not Required,1441.36,877.0200000000002,2,Medium,Large change in net pay
P002506,E0209,2025-11-30,63.27,18.0,2437.71,1040.31,0,275,633.8,1528.91,True,Unusual Overtime,Missing,Pending,2318.38,-789.47,9,High,"Unusual Overtime, Missing timesheet, Pending manager approval, Large change in net pay"
P002507,E0209,2025-12-15,48.58,0.0,1871.65,0.0,0,275,486.63,1110.02,False,None,Submitted,Not Required,1528.91,-418.8900000000001,0,Low,Normal
P002508,E0209,2025-12-31,54.16,0.0,2086.74,0.0,0,275,542.55,1269.19,False,None,Submitted,Not Required,1110.02,159.17000000000007,0,Low,Normal
P002509,E0210,2025-07-15,85.95,5.95,1908.87,198.11,0,150,496.31,1460.67,False,None,Submitted,Approved,,,0,Low,Normal
P002510,E0210,2025-07-31,70.23,0.0,1559.76,0.0,0,150,405.54,1004.23,False,None,Submitted,Not Required,1460.67,-456.44000000000005,0,Low,Normal
P002511,E0210,2025-08-15,75.07,0.0,1667.27,0.0,0,150,433.49,1083.78,False,None,Submitted,Not Required,1004.23,79.54999999999995,0,Low,Normal
P002512,E0210,2025-08-31,71.97,0.0,1598.47,0.0,0,-150,415.6,1032.87,True,Negative Deduction,Submitted,Not Required,1083.78,-50.91000000000008,3,Medium,Negative Deduction
P002513,E0210,2025-09-15,75.71,0.0,1681.44,0.0,0,150,437.17,1094.26,False,None,Submitted,Not Required,1032.87,61.3900000000001,0,Low,Normal
P002514,E0210,2025-09-30,85.73,5.73,1904.04,190.86,0,150,495.05,1449.85,False,None,Submitted,Rejected,1094.26,355.5899999999999,0,Low,Normal
P002515,E0210,2025-10-15,75.24,0.0,1671.05,0.0,0,150,434.47,1086.57,False,None,Submitted,Not Required,1449.85,-363.28,0,Low,Normal
P002516,E0210,2025-10-31,79.72,0.0,1770.55,0.0,0,150,460.34,1160.21,False,None,Submitted,Not Required,1086.57,73.6400000000001,0,Low,Normal
P002517,E0210,2025-11-15,71.66,0.0,1591.58,0.0,0,150,413.81,1027.77,False,None,Submitted,Not Required,1160.21,-132.44000000000005,0,Low,Normal
P002518,E0210,2025-11-30,89.81,9.81,1994.71,326.87,0,150,518.62,1652.95,False,None,Submitted,Approved,1027.77,625.1800000000001,2,Medium,Large change in net pay
P002519,E0210,2025-12-15,75.64,0.0,1679.94,0.0,0,150,436.79,1093.16,False,None,Submitted,Not Required,1652.95,-559.79,2,Medium,Large change in net pay
P002520,E0210,2025-12-31,92.18,12.18,2047.4,405.9,0,150,532.32,1770.98,False,None,Missing,Approved,1093.16,677.8199999999999,4,High,"Missing timesheet, Large change in net pay"
P002521,E0211,2025-07-15,50.49,0.0,5402.16,0.0,0,275,972.39,4154.77,False,None,Submitted,Not Required,,,0,Low,Normal
P002522,E0211,2025-07-31,38.74,0.0,4145.61,0.0,0,275,746.21,3124.4,False,None,Missing,Not Required,4154.77,-1030.3700000000003,4,High,"Missing timesheet, Large change in net pay"
P002523,E0211,2025-08-15,48.63,0.0,5203.6,0.0,0,275,936.65,3991.95,False,None,Late,Not Required,3124.4,867.5499999999997,2,Medium,Large change in net pay
P002524,E0211,2025-08-31,41.5,0.0,4440.26,0.0,0,275,799.25,3366.02,False,None,Missing,Not Required,3991.95,-625.9299999999998,4,High,"Missing timesheet, Large change in net pay"
P002525,E0211,2025-09-15,54.71,0.0,5854.48,0.0,0,275,1053.81,4525.68,False,None,Submitted,Not Required,3366.02,1159.6600000000003,2,Medium,Large change in net pay
